Company,Target Variable,Source Feature,Lag,F_stat,p_value_perm,B_valid,block,T,p_value_perm_bh,significant_perm_bh,Flag
CCC,dlog_vol,tweet_volume,3,1.0425778812333355,0.3466334164588528,400,10,250,0.5892768079800498,False,False
CCC,dlog_vol,view_count_Negative,3,1.6458244484919862,0.1670822942643391,400,10,250,0.37871986699916865,False,False
CCC,dlog_vol,view_count_Neutral,6,1.9382115415284888,0.0623441396508728,400,10,250,0.21582407617320315,False,False
CCC,dlog_vol,view_count_Positive,3,0.4876735462084539,0.6384039900249376,400,10,250,0.8258982174194145,False,False
CCC,dlog_vol,retweet_count_Negative,9,2.094314255351164,0.0523690773067331,400,10,250,0.21582407617320315,False,False
CCC,dlog_vol,retweet_count_Neutral,3,0.5416035722229521,0.6882793017456359,400,10,250,0.8357677235482722,False,False
CCC,dlog_vol,total_views,6,2.440619828791893,0.0249376558603491,400,10,250,0.21582407617320315,False,False
CCC,dlog_vol,total_retweet_count,3,1.2170566310271536,0.2992518703241895,400,10,250,0.5652535328345801,False,False
CCC,dlog_vol,abnormal_tweet_volume,6,1.6289560195887542,0.1197007481296758,400,10,250,0.30281439258995363,False,False
CCC,dlog_vol,tweet_volume_ratio,3,0.9806082004815984,0.4014962593516209,400,10,250,0.6008890816437167,False,False
CCC,dlog_vol,Negative,3,0.8456493383104975,0.4438902743142144,400,10,250,0.6288445552784704,False,False
CCC,dlog_vol,Neutral,3,0.5489191173325967,0.655860349127182,400,10,250,0.8258982174194145,False,False
CCC,dlog_vol,Positive,4,2.589006713925735,0.0399002493765586,400,10,250,0.21582407617320315,False,False
CCC,dlog_vol,sentiment_score,3,0.2306647309073568,0.8678304239401496,400,10,250,0.8941283155746996,False,False
CCC,dlog_vol,sentiment_polarity,6,1.0613320875551058,0.3940149625935162,400,10,250,0.6008890816437167,False,False
CCC,dlog_vol,view_weighted_polarity,3,0.8987129136141827,0.4064837905236907,400,10,250,0.6008890816437167,False,False
CCC,dlog_vol,sentiment_intensity,4,1.916128701937171,0.1022443890274314,400,10,250,0.2896924355777223,False,False
CCC,dlog_vol,sentiment_divergence,3,2.5311820949014305,0.0698254364089775,400,10,250,0.21582407617320315,False,False
CCC,dlog_vol,positive_view_share,5,2.45319240511748,0.0299251870324189,400,10,250,0.21582407617320315,False,False
CCC,dlog_vol,negative_view_share,3,0.1331942932317942,0.9351620947630924,400,10,250,0.9351620947630924,False,False
CCC,dlog_vol,sentiment_momentum,3,0.3014971318785219,0.8453865336658354,400,10,250,0.8941283155746996,False,False
CCC,dlog_vol,retweet_virality,3,0.3248586216331181,0.8029925187032418,400,10,250,0.8941283155746996,False,False
